student_id,region,time_spent,modules_completed,quiz_score,assignment_timeliness,interaction_level,consistency_index,engagement_score,learning_trend,performance_label
3096,Suburban,10.1,4,44.93441714017835,70.47,37.6013953857739,0.8828009795056805,44.05,Stable,Medium
3097,Rural,5.7,9,82.06188307913047,62.43,106.00787422215271,0.181328865313498,67.25,Stable,Medium
3098,Urban,3.7,2,77.14910052342003,91.32,143.10996353546795,0.5836830126869011,80.8,Increasing,Medium
3099,Rural,11.7,9,82.07975101171665,48.6,56.56522628116779,0.6297034344733505,57.53,Increasing,Medium
3100,Urban,5.9,3,35.415915171625485,88.57,13.20078028031799,0.5967039297794141,21.35,Increasing,Low
3101,Rural,1.5,2,39.66335358849963,55.34,33.94117888247737,0.9775104599968819,20.72,Stable,Low
3102,Suburban,9.2,9,59.768805837270556,70.69,109.55767264523843,0.07466101151106834,77.78,Stable,Low
3103,Rural,12.6,6,85.81825257397956,82.63,47.59092782122468,0.8389546432059242,55.3,Increasing,High
3104,Suburban,2.5,7,72.98288154417364,46.09,8.921949135288232,0.964317165855541,10.71,Stable,Medium
3105,Rural,10.2,9,51.54468072151744,64.81,118.77234252577861,0.2491823334323233,84.89,Decreasing,Low
3106,Suburban,3.9,1,92.55389709235754,41.43,122.04245822131932,0.2740123462678484,70.77,Stable,Medium
3107,Urban,4.9,2,57.222522981616756,47.31,134.7628713238608,0.6847740196037413,79.63,Increasing,Medium
3108,Urban,10.9,8,43.651787199905066,56.13,138.15903780291873,0.3891792924825192,96.33,Increasing,Low
3109,Urban,13.3,7,70.6211298948771,89.45,79.77757161972798,0.38517026733627757,73.14,Decreasing,Low
3110,Suburban,8.3,7,58.92508958122426,43.39,100.63320722696264,0.9794561094509101,71.07,Decreasing,High
3111,Rural,10.0,1,60.19570698620193,73.89,141.59729035245965,0.3354964978853991,95.8,Increasing,Low
3112,Suburban,5.5,7,39.03063214727626,89.4,46.523797529895084,0.964151865221482,37.01,Decreasing,Low
3113,Suburban,3.6,9,58.02750225208264,48.77,126.40666712729721,0.27238595167333046,72.2,Decreasing,Low
3114,Urban,3.0,9,64.10210419673227,61.69,77.30327534613437,0.9225010788908155,46.15,Decreasing,Medium
3115,Urban,3.8,9,58.588493549466044,69.65,15.912443141679919,0.5720876849131415,17.46,Increasing,Low
3116,Urban,3.0,7,97.99593500090914,56.73,51.28155641153343,0.9161706675212833,33.14,Increasing,High
3117,Urban,2.3,6,83.9008857617741,68.27,11.477749759609804,0.9270048797876628,11.49,Stable,Medium
3118,Suburban,4.7,3,94.78367452285589,69.24,45.49376174595801,0.5166711495873775,34.5,Decreasing,Medium
3119,Urban,4.4,9,70.02495302823287,90.5,89.76293315637984,1.0,55.88,Increasing,Medium
3120,Urban,6.0,3,38.163465621899405,61.27,29.364646919948935,0.20427499243358008,29.68,Increasing,Low
3121,Suburban,9.8,3,73.82237557801149,60.36,69.46263567886088,0.9929084082423069,59.23,Decreasing,High
3122,Urban,9.8,5,79.57622344208009,45.94,127.70847368543897,0.2794062024073143,88.35,Decreasing,Medium
3123,Urban,13.7,4,32.833306637793946,47.81,27.99771549349372,0.6635564926643348,48.25,Increasing,Low
3124,Suburban,12.0,5,85.59714572743152,81.33,75.99647008235067,0.8648966368987123,68.0,Decreasing,High
3125,Rural,5.9,8,43.69900489716392,84.8,89.64373361772856,0.5772268215888687,59.57,Increasing,Low
3126,Urban,10.4,1,66.6528356188277,93.51,31.9533821703815,0.24091215364514684,41.98,Decreasing,Low
3127,Urban,13.9,8,96.73376536945058,72.4,76.50984708653614,0.6326605087368867,73.0,Increasing,High
3128,Urban,3.0,3,91.29827448680591,48.86,133.3955970256659,0.46896572716896284,74.2,Increasing,Medium
3129,Suburban,7.0,4,51.60865139510192,66.02,61.7620372959635,0.7903643610252145,48.38,Stable,Medium
3130,Suburban,1.8,1,44.32394051476857,66.86,90.2583053852187,0.3596386111542538,49.63,Decreasing,Low
3131,Urban,12.1,4,49.272006675482324,76.27,91.3068278406694,0.2724424460198741,75.9,Decreasing,Low
3132,Rural,9.8,6,53.60708723990061,85.34,47.88656527802485,0.5583430374369729,48.44,Increasing,Low
3133,Urban,3.1,9,48.73207872660487,98.22,82.51518353107059,0.10341882302595895,49.01,Decreasing,Low
3134,Suburban,8.5,1,69.62908279200813,97.33,28.425566747324158,0.6982121813252246,35.46,Increasing,Low
3135,Suburban,14.2,8,67.1366942549868,89.64,96.34970013786555,0.44273364963423123,83.67,Stable,Medium
3136,Suburban,3.3,7,47.710571878201186,53.79,85.4994391817853,0.49415971490853194,51.0,Increasing,Low
3137,Rural,6.4,7,48.3000770104216,88.25,124.73238180438041,0.464198125965179,78.37,Stable,Low
3138,Suburban,1.4,3,61.91947857173596,69.28,37.50526017956121,0.21155552022786223,22.25,Increasing,Low
3139,Urban,10.0,9,96.35221292074122,58.33,89.2380980401746,0.2288521223280778,69.62,Increasing,Medium
3140,Suburban,4.5,7,71.58840957590274,52.45,140.35577942648655,0.8426376555085947,81.43,Increasing,High
3141,Rural,6.3,7,43.00857749000376,89.86,24.410108064180328,0.9115286129591379,27.96,Increasing,Low
3142,Urban,5.6,9,45.85418580343337,64.3,90.6983265920556,0.3698174216348442,59.35,Decreasing,Low
3143,Suburban,12.1,2,31.383508111859967,91.6,131.25282641250104,0.20783071529367436,95.88,Decreasing,Low
3144,Rural,2.9,7,31.82086907259889,44.95,112.05216663109334,0.7577427989682956,63.28,Increasing,Low
3145,Rural,2.5,2,98.23732920054678,76.43,93.69430386509434,0.6504922213607848,53.1,Stable,High
3146,Urban,8.7,2,44.11755886594874,50.13,11.69740467088376,0.6307863087455595,27.6,Stable,Low
3147,Suburban,5.2,5,83.32751725051767,69.79,98.7771708751628,0.463467216380809,62.39,Decreasing,Medium
3148,Rural,14.8,4,33.897330499472965,71.4,105.55241257411474,0.7047628963379327,89.78,Increasing,Low
3149,Urban,7.7,4,63.951634300647626,46.12,43.79905664760903,0.5453753039136664,41.15,Stable,Medium
3150,Rural,4.2,7,56.03096139857428,82.39,81.06555711360808,0.7558074561593462,51.03,Stable,Medium
3151,Urban,2.3,8,71.37968842711358,68.65,92.81966419908468,0.9225994317204819,52.16,Decreasing,High
3152,Rural,4.1,6,42.72757710758151,78.18,130.22950566780463,0.9547288451023082,75.36,Decreasing,Medium
3153,Urban,6.9,9,72.81785221095664,55.4,99.06013960471856,0.8845231166565025,66.78,Stable,Medium
3154,Urban,8.0,8,64.30239484953181,52.34,142.6314020180227,0.394716830611023,91.32,Decreasing,Low
3155,Urban,13.4,6,51.28720875950727,45.01,89.6396027782834,0.9861975787087792,78.32,Increasing,Medium
3156,Rural,10.4,6,58.43884889647251,71.49,127.31075806414529,0.1465975581538271,89.66,Stable,Low
3157,Suburban,9.7,8,52.2894872299528,81.33,71.80002291936806,0.9826035630216505,60.15,Increasing,Medium
3158,Urban,7.1,5,83.87103335418509,83.59,12.100438199962275,0.40641526108715637,23.8,Increasing,Low
3159,Rural,9.1,5,33.42228443882361,95.83,74.45551709591109,0.2704159423673095,59.98,Decreasing,Low
3160,Urban,14.9,8,37.48801212470573,75.71,113.25545577776823,0.9669932155442021,93.88,Stable,Medium
3161,Urban,10.8,3,39.763960658136014,82.5,83.31270203691139,0.5098002666761482,68.66,Decreasing,Low
3162,Urban,9.3,6,78.52942869517513,80.86,113.8685195497628,0.14564591267720456,80.18,Increasing,Medium
3163,Urban,7.0,9,62.74886526316054,46.97,77.25559484290291,0.4162941026986567,56.13,Stable,Medium
3164,Urban,11.6,6,48.44703286627391,88.03,27.705223690294943,0.8018931107956317,42.85,Stable,Low
3165,Urban,14.2,7,45.9209457934838,97.2,139.77359546990897,0.35353083771553073,105.39,Increasing,Low
3166,Urban,10.8,9,95.41949794382278,99.92,92.74613155550477,0.8792670231903362,73.37,Decreasing,High
3167,Urban,6.9,7,85.71560696665642,44.28,17.328056600536694,0.9017340755295981,25.91,Decreasing,High
3168,Suburban,4.4,5,38.83705898391118,75.36,126.49387923996662,0.34792584192346665,74.25,Increasing,Low
3169,Urban,1.8,9,49.80207749384539,79.11,16.776899473702816,0.665347440646056,12.89,Stable,Low
3170,Suburban,9.7,5,96.61173899026755,66.1,122.89934269713083,0.633745128479966,85.7,Increasing,High
3171,Urban,8.4,5,83.68787380311481,95.57,95.27635507692843,0.28590336538321226,68.64,Stable,Medium
3172,Suburban,9.6,7,68.43042205809324,59.98,57.80755633965707,0.29303355830119215,52.9,Decreasing,Low
3173,Rural,12.9,8,50.70348372013118,61.7,8.644663216884718,0.7168239759391185,36.57,Decreasing,Low
3174,Urban,9.2,2,55.45897231616857,53.3,46.68461706694331,0.2783744519693256,46.34,Decreasing,Low
3175,Suburban,14.8,9,41.540459197008424,50.4,117.82013546970191,0.9831262611897079,95.91,Increasing,Medium
3176,Suburban,4.6,2,38.77315433258601,76.96,121.89839410581247,0.13435000098838507,72.45,Decreasing,Low
3177,Urban,7.5,4,80.9677776978887,87.52,85.08674392717869,0.3462491016766917,61.29,Stable,Medium
3178,Urban,6.5,6,34.62758665340325,40.01,63.69833344895361,0.5773304070512202,48.1,Increasing,Low
3179,Rural,13.4,8,90.23461268733827,66.77,117.97155594240854,0.7334702731093867,92.49,Stable,High
3180,Urban,4.4,8,39.25725136415049,74.24,51.54113382652562,0.3138762817855602,36.77,Increasing,Low
3181,Urban,4.1,8,67.65972716413333,92.15,117.08867099234234,0.3860474568919641,68.79,Stable,Medium
3182,Urban,11.5,3,58.98748855631869,99.76,79.46560931677739,0.8892954523498126,68.48,Increasing,Medium
3183,Rural,6.6,6,31.668232458431902,96.74,140.53999410651303,0.16445455135496606,86.77,Decreasing,Low
3184,Suburban,7.1,8,72.47963125669993,95.98,101.28742455898482,0.8944767890617831,68.39,Decreasing,High
3185,Rural,9.4,5,64.33520327074523,49.89,55.9398754743395,0.8892780173749214,51.47,Increasing,Medium
3186,Suburban,7.7,5,70.37690109099422,48.24,82.33087210009913,0.12011628779634484,60.42,Increasing,Low
3187,Suburban,9.5,4,51.892919300476656,50.66,70.71774578364594,0.15160776135038267,59.11,Decreasing,Low
3188,Rural,9.4,9,54.60354009366291,79.96,109.89522821768027,0.39253092795126726,78.45,Stable,Low
3189,Rural,1.4,5,82.05325591426524,66.7,126.69697625239522,0.8421978549650968,66.85,Decreasing,High
3190,Urban,14.0,1,56.47536871830114,99.48,103.44808989629922,1.0,86.72,Increasing,Medium
3191,Suburban,2.0,6,31.601509308527312,62.88,114.92920231912234,0.306414247163771,62.46,Increasing,Low
3192,Suburban,11.3,1,80.75337758473208,85.26,33.754333984878585,0.5072601465068193,45.13,Stable,Medium
3193,Urban,12.5,4,40.17377440855498,59.86,130.3130512289576,0.1915469747404583,96.41,Increasing,Low
3194,Urban,9.8,7,37.7583445744385,90.74,88.93220591896991,0.9368013072399242,68.97,Increasing,Low
3195,Rural,10.9,8,51.26027996196175,45.38,137.0764537286198,0.26233736282047504,95.79,Increasing,Low
3196,Rural,1.7,7,89.55642535536663,94.56,81.62442554765866,0.2942266550283656,45.06,Increasing,Medium
3197,Suburban,14.2,9,98.10519386574632,95.52,31.66985589506894,0.17282279504602635,51.33,Decreasing,Medium
3198,Suburban,2.3,7,91.09741966303861,78.96,110.12505923604847,0.903445961841321,60.81,Decreasing,High
3199,Suburban,2.6,9,35.548680904156974,64.21,115.15016003825994,0.6987333383540244,64.08,Increasing,Low
3200,Rural,10.4,1,73.26853086588874,97.0,95.5552287996751,0.20348284050331372,73.78,Stable,Medium
3201,Suburban,10.7,7,38.56817774559214,61.72,14.108415430430066,0.594906377758207,33.8,Increasing,Low
3202,Urban,13.7,8,96.89108606395057,98.83,118.0507322192502,0.30153219504911055,93.28,Stable,High
3203,Suburban,11.4,4,96.62228960608282,53.33,125.21453764021277,0.5113770569447454,91.11,Decreasing,High
3204,Rural,12.6,2,43.44438521315977,77.05,26.24964992779817,1.0,44.62,Decreasing,Medium
3205,Suburban,11.7,4,64.08762394340384,48.1,83.56703546522513,0.6739606143367145,71.03,Stable,Medium
3206,Rural,7.2,3,49.23317940027129,44.95,47.24391170198524,0.22155489685366683,41.62,Stable,Low
3207,Suburban,3.9,1,40.53518390227558,81.79,85.77671678229088,0.6742124867994169,52.64,Increasing,Low
3208,Suburban,8.1,3,85.56788406243456,75.67,58.97296024224074,0.8456274477899757,49.74,Increasing,High
3209,Rural,1.9,5,78.59801724032215,72.89,135.70718880280555,0.4312967127890212,72.6,Increasing,Medium
3210,Rural,13.0,3,89.75123336824534,84.7,97.39689689670072,0.09217301053569929,81.2,Stable,Medium
3211,Rural,12.7,5,54.33032392106525,63.99,133.70516370863223,0.4788550711761214,98.6,Increasing,Low
3212,Urban,8.8,7,90.17819556682232,55.44,30.873461560804778,0.33036551813848586,37.44,Stable,Medium
3213,Rural,4.0,6,34.51983259663671,75.36,61.99628071526882,0.1680777975930607,41.0,Stable,Low
3214,Urban,9.9,9,79.7254648487845,42.39,70.18658728802431,0.5346188527238644,59.84,Stable,Medium
3215,Suburban,12.5,1,59.85363614313096,98.81,129.5415196914618,0.19030880273276415,96.02,Increasing,Low
3216,Urban,5.9,1,45.305445079257716,66.07,54.02668776906552,0.5730428460829531,41.76,Increasing,Low
3217,Urban,1.2,7,45.85984115916044,47.24,71.58386300959341,0.9647959933566247,38.79,Decreasing,Medium
3218,Urban,11.3,3,92.27039667272432,53.33,17.454380011138845,0.9665232031817472,36.98,Increasing,High
3219,Rural,6.3,5,82.46094378240697,88.45,7.115929457995591,0.54703149463028,19.31,Increasing,Low
3220,Suburban,1.6,6,62.80078435132275,86.88,27.30598150648473,0.6479342255198601,17.65,Stable,Low
3221,Urban,14.9,1,97.91057952568927,49.33,28.037760813643366,0.7329958381118656,51.27,Decreasing,Medium
3222,Rural,9.6,6,88.48269452595093,96.55,105.85553322279551,0.9428313048534153,76.93,Decreasing,High
3223,Rural,9.3,7,50.98637958212679,86.91,38.34570321451998,0.9362834084518923,42.42,Decreasing,Medium
3224,Urban,14.9,6,45.82737190299857,75.19,62.57992918534712,0.46698717235185033,68.54,Increasing,Low
3225,Rural,2.3,7,88.08179925747795,66.91,34.959077073777664,0.38377633853446286,23.23,Decreasing,Medium
3226,Rural,8.1,8,37.31309133932711,45.13,125.15120125250958,0.39412489862277345,82.83,Decreasing,Low
3227,Suburban,10.2,3,42.166876168520474,82.23,15.014809669727306,0.3136415216488855,33.01,Increasing,Low
3228,Urban,7.8,3,50.472043096464176,96.34,49.72280982291039,0.8752095310191523,44.36,Decreasing,Low
3229,Rural,10.5,2,90.818562865319,46.4,22.823861144304406,0.2289873243141865,37.66,Stable,Low
3230,Suburban,9.0,1,58.16301204391087,81.38,55.786547727491495,0.23563235225521909,50.39,Increasing,Low
3231,Urban,8.6,7,75.58867957846168,49.1,138.94892457672682,0.8858462636249402,90.97,Increasing,Medium
3232,Urban,13.1,3,97.76527649570546,74.25,90.30058357110335,0.8591099931239464,77.9,Decreasing,High
3233,Suburban,1.4,3,47.96913060834489,77.16,137.33957050303195,0.8060074350978724,72.17,Decreasing,Low
3234,Suburban,12.7,7,72.51830387761495,63.05,131.87686288037582,0.44334277620040385,97.69,Increasing,Medium
3235,Rural,10.7,4,86.68086826251792,70.06,23.683273401959646,0.9437191579169314,38.59,Decreasing,High
3236,Rural,6.7,9,75.62861556519375,43.51,97.94700278603321,0.3940899805925521,65.72,Increasing,Low
3237,Suburban,7.3,7,31.443088753225645,43.31,104.91816473687992,0.15405241500275554,70.71,Decreasing,Low
3238,Suburban,10.5,3,73.68578847113874,77.38,74.93476776665091,0.419459599803683,63.72,Increasing,Low
3239,Suburban,1.4,5,56.03574055587915,68.89,77.0613682202528,0.28278567384938924,42.03,Decreasing,Low
3240,Rural,3.2,4,62.0238188699846,44.09,116.49116848917893,0.9511732213843248,66.25,Stable,Medium
3241,Rural,10.8,9,45.64898079792902,53.24,85.06369372483753,0.7221629729393322,69.53,Decreasing,Medium
3242,Urban,8.9,8,68.15222783866488,61.56,43.32355157559274,0.6623533681096205,43.91,Stable,Low
3243,Urban,1.0,2,46.21375391140217,90.39,40.00030178552514,0.43837643687700256,22.5,Stable,Low
3244,Rural,13.6,4,53.862243290332074,88.88,62.716067676488734,0.4406317440136663,65.36,Stable,Low
3245,Urban,12.7,9,46.119150381876246,80.56,91.28925882921858,0.8539643127157398,77.39,Decreasing,Medium
3246,Rural,13.7,6,51.97082464068776,61.2,107.66177453148022,0.39615310817637855,88.08,Decreasing,Low
3247,Urban,7.6,4,82.71380232879773,85.67,100.35497778600312,0.4306288242397654,69.18,Decreasing,Medium
3248,Rural,2.3,6,65.67744935511585,92.54,72.5603392660809,0.5623265953679748,42.03,Stable,Low
3249,Suburban,12.6,9,68.24336723239969,69.16,120.56940504698981,0.9807667130170439,91.78,Stable,High
3250,Rural,3.8,9,44.739147488494,52.65,137.77727801651116,0.8210641642340902,78.39,Increasing,Medium
3251,Rural,9.5,5,29.82495511480582,83.97,124.72509928149228,0.2134001788297491,86.11,Decreasing,Low
3252,Rural,1.1,2,69.75369517839094,83.22,66.55020140156076,0.7187406766154957,36.03,Decreasing,Medium
3253,Urban,11.3,8,100.0,44.13,35.05775947706694,0.784316481986378,45.78,Decreasing,High
3254,Urban,7.6,9,91.6235338250226,95.28,122.76437753234191,0.5846683939150047,80.38,Increasing,Medium
3255,Suburban,12.1,7,85.64763316130386,68.33,30.28119773931924,0.31833361210408745,45.39,Stable,Medium
3256,Urban,3.8,8,100.0,41.51,30.212897446783636,0.6796267739231188,24.61,Decreasing,Medium
3257,Suburban,6.0,3,64.77679871527911,87.15,95.63669912090414,0.18847767197388535,62.82,Increasing,Low
3258,Urban,8.6,2,85.87414221502132,54.61,47.61256552700784,0.9771796144262002,45.31,Stable,High
3259,Suburban,14.0,2,68.80776375159466,84.44,49.29112832037742,0.4297907077475132,59.65,Increasing,Medium
3260,Rural,5.1,6,89.04607089286702,43.55,54.3033124553737,0.6183488215472979,39.9,Decreasing,Medium
3261,Rural,7.1,4,46.398110550235465,92.0,59.62496250361938,0.31574660710808683,47.56,Decreasing,Low
3262,Rural,12.7,8,47.05885888419009,89.62,8.902729993006343,0.8767083379004523,36.2,Stable,Low
3263,Urban,9.5,9,93.01687889912846,64.84,129.10567574667022,0.28556761637724687,88.3,Stable,Medium
3264,Urban,8.8,9,34.96616152614572,71.55,26.10185979778413,0.4108928419464016,35.05,Stable,Low
3265,Urban,8.6,8,66.33056615528614,71.78,113.20128811809859,0.26024906051851937,78.1,Decreasing,Low
3266,Urban,6.6,2,71.60540283379102,89.63,111.76073334564475,0.5008971518027223,72.38,Stable,Medium
3267,Urban,3.9,3,86.24337344087648,86.48,81.75679540463678,0.605876515392443,50.63,Decreasing,Medium
3268,Urban,11.2,8,81.48908135991252,77.61,116.5325120150866,0.6129645360174738,86.27,Decreasing,High
3269,Suburban,6.5,6,45.94764662827646,53.53,10.395395673431633,0.8379574264115496,21.45,Stable,Low
3270,Suburban,8.3,3,91.97319536835599,75.54,135.98415527750876,0.2849013523652019,88.74,Stable,Medium
3271,Urban,11.3,2,53.9591110859267,59.7,142.8630832395525,0.09913491395354647,99.68,Increasing,Low
3272,Urban,12.6,3,78.14447643104155,43.88,57.7578604474439,0.5870010692080234,60.38,Stable,Medium
3273,Urban,11.6,3,41.5124758367931,64.32,140.789912039823,0.1614811240319948,99.39,Increasing,Low
3274,Rural,6.1,3,69.67941026810881,45.82,136.97801203791386,0.3688352298894992,83.74,Increasing,Low
3275,Urban,1.8,9,61.02480809015221,74.31,97.23723490277705,0.07309559482829744,53.12,Stable,Low
3276,Urban,4.2,8,84.4262648462261,56.93,108.39126807348693,0.7473200511917971,64.7,Increasing,Medium
3277,Urban,5.5,4,63.0582224415273,44.33,52.114936845922664,0.7676618440257832,39.81,Decreasing,Medium
3278,Urban,1.9,5,88.05036150637594,63.33,143.0969625606081,0.5434798080367536,76.3,Increasing,High
3279,Urban,2.8,6,71.06584173999669,86.64,49.039815257174084,0.8051683924314886,31.52,Stable,Medium
3280,Rural,9.1,9,41.82306723802373,90.42,130.6116077300103,0.8155125615150325,88.06,Stable,Medium
3281,Urban,4.0,2,48.10485944855643,89.76,122.3448325029785,0.7466065503339541,71.17,Increasing,Medium
3282,Urban,6.9,7,35.43553607499845,46.85,122.69164371793315,0.3256046811037299,78.6,Stable,Low
3283,Rural,3.6,9,41.29077958320749,77.18,59.04095111428784,0.5249293312419122,38.52,Stable,Low
3284,Rural,4.4,4,56.88065391256714,73.33,19.644990965236037,0.8550481346496408,20.82,Stable,Medium
3285,Rural,7.9,7,60.40531445880275,43.73,52.37714029297503,0.3504342830449296,45.94,Decreasing,Low
3286,Urban,14.6,2,71.87169720863677,63.64,146.79149052159852,0.6532873155383604,109.9,Stable,Medium
3287,Rural,13.0,9,95.0134092254737,61.58,42.2187192973057,0.41377947209642746,53.61,Decreasing,High
3288,Urban,2.5,8,57.36565364975451,61.93,23.870817371386217,0.20445803278811153,18.19,Decreasing,Low
3289,Urban,11.0,5,71.60118040090933,65.21,82.3646022134388,0.9534175505675794,68.68,Decreasing,High
3290,Suburban,12.6,1,80.52269793879803,70.27,88.60748108126603,0.8083532291753724,75.8,Decreasing,High
3291,Rural,8.0,9,70.15160316464048,41.35,74.61091215810924,0.5408165226817303,57.31,Stable,Medium
3292,Urban,10.7,5,73.20158176719161,68.76,64.6995468553515,0.3944712908176663,59.1,Stable,Medium
3293,Suburban,3.9,2,63.65137339783506,58.48,126.45434773025714,0.6100017098033392,72.98,Increasing,Low
3294,Urban,5.1,9,96.64451601514058,60.16,120.66979524221938,0.4419526263303108,73.08,Increasing,High
3295,Suburban,13.4,2,39.38165365366146,96.14,57.86809472551606,0.1884783739592871,62.43,Decreasing,Low
3296,Rural,6.3,7,78.61924753851336,96.71,27.685149981861965,0.9130114068569574,29.59,Stable,Medium
3297,Rural,10.5,1,76.67333691530445,76.72,22.799925438960283,0.38097700552255365,37.65,Stable,Low
3298,Rural,1.5,1,97.47682757856099,44.66,101.5171166768921,0.346428865183001,54.51,Decreasing,Medium
3299,Rural,7.8,4,54.51295527521915,84.39,28.161759198228864,0.8231564031603306,33.58,Increasing,Low
3300,Urban,7.9,1,96.55032392773589,51.58,112.21602943998624,0.4345900368813854,75.86,Increasing,High
3301,Rural,7.5,8,64.54794366377419,65.94,90.6655350478746,0.23473223780191377,64.08,Decreasing,Low
3302,Suburban,9.6,5,68.05965916957409,95.9,13.858508497066746,0.7099956845647111,30.93,Increasing,Medium
3303,Suburban,6.6,3,42.319934203849144,72.35,11.62832351073832,0.8187304499468846,22.31,Increasing,Low
3304,Urban,1.1,3,66.787170660323,55.5,75.32241957633528,0.7221210159519985,40.41,Increasing,Medium
3305,Rural,13.3,2,88.27079777752468,79.25,84.51540602021238,0.22634297631292694,75.51,Increasing,Medium
3306,Suburban,1.5,6,57.582317369024466,85.12,125.89090518769714,0.35732262681372107,66.7,Decreasing,Low
3307,Urban,10.2,4,39.79737335226403,79.86,118.87248061834975,0.6187474758162375,84.94,Increasing,Low
3308,Rural,8.1,2,29.181560598654286,73.6,120.89405762509205,0.4770923530617119,80.7,Increasing,Low
3309,Suburban,13.6,8,53.81961230573711,78.63,138.5456469261969,0.12899584724624305,103.27,Decreasing,Low
3310,Rural,4.1,8,98.77718392453656,53.77,84.61211772955335,0.8627354344256442,52.56,Decreasing,High
3311,Suburban,2.2,4,33.14692567663396,79.01,89.62524759697816,0.6771266745418323,50.31,Decreasing,Low
3312,Urban,7.3,3,98.28735413095686,94.88,46.28147487051708,0.1231237322522366,41.39,Decreasing,Medium
3313,Suburban,12.7,1,41.78708600302332,91.28,19.399667305915642,0.8708655196294925,41.45,Increasing,Low
3314,Urban,13.8,5,74.52149712088617,79.19,45.27107291416802,0.7756208431174778,57.14,Stable,Medium
3315,Urban,4.0,4,52.43448375224574,65.38,106.20803183606249,1.0,63.1,Decreasing,High
3316,Urban,11.0,2,77.39141630889793,55.88,108.16020396704631,0.691455305802236,81.58,Stable,Medium
3317,Urban,2.6,3,91.9317309126419,84.71,145.23372114691435,0.7243113658549584,79.12,Increasing,High
3318,Urban,1.7,9,71.65003014372917,48.51,84.65338670786512,0.1625453878733484,46.58,Increasing,Low
3319,Suburban,3.1,3,35.01469376245113,49.36,16.439916858610868,0.9050704177698884,15.97,Decreasing,Low
3320,Rural,3.8,9,31.984654265553726,84.38,133.8334771724221,0.9631287739299887,76.42,Increasing,Low
3321,Suburban,11.1,7,35.201488708870606,40.72,24.175606672655825,0.3167365609785138,39.84,Decreasing,Low
3322,Rural,7.7,9,26.13564550150906,42.94,63.66028990697841,0.6322242527123637,51.08,Decreasing,Low
3323,Suburban,7.8,9,35.05376451502894,51.36,28.029884084954386,0.462031385545454,33.51,Stable,Low
3324,Rural,3.2,4,84.73976331578575,56.2,79.80305784527113,0.8277179253467575,47.9,Increasing,High
3325,Urban,11.7,6,46.803870267028564,59.39,138.8816020058004,0.18849564702149232,98.69,Increasing,Low
3326,Urban,12.8,4,61.216624758177076,81.73,48.3968689045876,0.8273771019478434,56.2,Increasing,Medium
3327,Suburban,12.1,9,94.06945413962687,94.05,58.70428511260638,0.8437320585632967,59.6,Increasing,High
3328,Urban,10.5,5,69.11198380976148,87.76,100.72806661681267,0.5509814372507469,76.61,Decreasing,Medium
3329,Urban,14.5,4,77.09493687310334,66.76,133.86712605327273,0.5525708024957504,103.18,Increasing,High
3330,Suburban,9.7,1,55.546162913808416,46.49,42.16075618952131,0.5180828307493203,45.33,Stable,Low
3331,Suburban,3.8,9,45.207851783094256,61.18,64.51163622771396,0.6935199649627666,41.76,Increasing,Low
3332,Suburban,1.3,3,56.96034267228907,60.75,83.2791173371321,0.8801078325566984,44.89,Stable,Medium
3333,Rural,8.7,3,51.82555622171898,47.54,107.02141697609561,0.7069972158960468,75.26,Increasing,Medium
3334,Urban,9.7,3,92.90232856142606,70.91,58.82577128808318,0.4953975045299072,53.66,Increasing,Medium
3335,Suburban,9.4,9,84.12415701644466,76.6,62.11628790782965,0.9764873077424818,54.56,Stable,High
3336,Urban,9.8,8,71.88968490319407,64.15,85.83366167199065,0.37302863445074064,67.42,Increasing,Medium
3337,Rural,3.0,5,77.39174176696963,43.15,53.22687516401099,0.35415348396431856,34.11,Stable,Low
3338,Rural,2.0,7,83.23818057282271,97.33,80.98895315709456,0.33691845105477836,45.49,Increasing,Low
3339,Rural,9.6,9,42.46066976255561,89.04,96.01025354318452,0.2500793207359808,72.01,Stable,Low
3340,Rural,12.1,8,85.22036753957263,97.03,129.10502117886304,0.1869515104368657,94.8,Increasing,Medium
3341,Suburban,10.7,5,77.59913354123964,44.15,140.37127343017275,0.2364867302416824,96.94,Decreasing,Medium
3342,Urban,14.1,8,86.02445376036344,46.36,129.9381694403619,0.33342282357281394,100.22,Decreasing,High
3343,Urban,1.8,2,58.67438030876534,73.23,46.661227645178855,0.5024025243957815,27.83,Increasing,Low
3344,Suburban,13.2,5,84.03104912486309,70.01,102.99551635045945,0.8445387635223226,84.5,Increasing,High
3345,Suburban,11.6,8,64.23285157318007,47.26,116.89847796072013,0.4992719848254329,87.45,Increasing,Low
3346,Rural,11.2,8,75.37345034742098,93.45,120.5356900093015,0.13780526531217735,88.27,Increasing,Medium
3347,Urban,12.8,3,35.81568189944681,62.31,112.1767213486615,0.8541307750445367,88.09,Decreasing,Medium
3348,Rural,1.4,5,74.99576022526564,65.83,12.180153840565115,0.5085465373607327,9.59,Increasing,Low
3349,Urban,2.8,1,100.0,87.01,87.44934573791537,0.35143035028736525,50.72,Stable,Medium
3350,Suburban,1.5,7,95.66999940573868,73.76,30.118385461354023,0.23765290140584816,18.81,Decreasing,Medium
3351,Urban,8.8,2,66.27189621444835,76.94,6.921398027397113,0.7903345608255736,25.46,Stable,Medium
